Species.n Year  Rec SSB TSB SOP SOP.hat SOP.core Yield Yield.hat Yield.core mean.F Eaten
27 1979  149577 46299.9 53462.7 22594.9 21740.7 22594.9 22594.9 21740.7 22594.9 0.477355 0
27 1980  156925 36420.9 44002.2 15803.2 16106.3 15803.2 15803.2 16106.3 15803.2 0.479343 0
27 1981  146287 25311.8 50376.1 15399.8 14025.8 15399.8 15399.8 14025.8 15399.8 0.476119 0
27 1982  148725 34158.3 58638.2 21574.5 20608.8 21574.5 21574.5 20608.8 21574.5 0.536018 0
27 1983  77651.1 41703.5 66363.4 24924.2 22986.3 24924.2 24924.2 22986.3 24924.2 0.505412 0
27 1984  93299 45124.1 65805 26836.7 26838.3 26836.7 26836.7 26838.3 26836.7 0.578662 0
27 1985  149585 41845.9 54750 24245.4 23230 24245.4 24245.4 23230 24245.4 0.542119 0
27 1986  69075.5 36605.6 54375.2 18197.7 20952.4 18197.7 18197.7 20952.4 18197.7 0.591899 0
27 1987  502735 30649.8 53711.3 17365.1 16995.5 17365.1 17365.1 16995.5 17365.1 0.485673 0
27 1988  112848 38101.3 69902.7 21586.8 19135.3 21586.8 21586.8 19135.3 21586.8 0.496478 0
27 1989  226101 33943.7 96736.6 21801.5 24151.3 21801.5 21801.5 24151.3 21801.5 0.409609 0
27 1990  84369.1 91220.8 116324 35118.1 36949.1 35118.1 35118.1 36949.1 35118.1 0.425478 0
27 1991  400846 77579.6 108174 33511.2 39297.6 33511.2 33511.2 39297.6 33511.2 0.474093 0
27 1992  83569 76700.7 106875 29338.8 33465.5 29338.8 29338.8 33465.5 29338.8 0.464291 0
27 1993  59175.2 53392.9 100695 31489.1 33859.5 31489.1 31489.1 33859.5 31489.1 0.50326 0
27 1994  97869.1 73823.5 86713.4 33000 35655.4 33000 33000 35655.4 33000 0.537889 0
27 1995  61660.1 57932.6 70110.2 30466.3 26975.1 30466.3 30466.3 26975.1 30466.3 0.504815 0
27 1996  249520 39365.4 54426.8 22648.1 25912 22648.1 22648.1 25912 22648.1 0.715535 0
27 1997  112731 28134.2 47731.9 14899.4 16313.3 14899.4 14899.4 16313.3 14899.4 0.60496 0
27 1998  91297 21363 56053.9 20864.9 20412.3 20864.9 20864.9 20412.3 20864.9 0.645911 0
27 1999  122609 37483.7 54204 23473.2 21959.8 23473.2 23473.2 21959.8 23473.2 0.577396 0
27 2000  66876.6 34261.2 50759.4 22639.1 21619.8 22639.1 22639.1 21619.8 22639.1 0.636536 0
27 2001  182992 27969.2 45954.3 19941.8 17222.7 19941.8 19941.8 17222.7 19941.8 0.531052 0
27 2002  84822.1 30712.3 47582 18659.3 14608.5 18659.3 18659.3 14608.5 18659.3 0.530079 0
27 2003  46216.8 26034.4 52568.9 19285.6 16325.6 19285.6 19285.6 16325.6 19285.6 0.522075 0
27 2004  50104.6 36771.9 48759.8 20941.8 16609.9 20941.8 20941.8 16609.9 20941.8 0.51504 0
27 2005  179566 31286.5 39511.6 17696.1 15148.8 17696.1 17696.1 15148.8 17696.1 0.554894 0
27 2006  71566.3 24042.5 38821.7 13588.3 11345.4 13588.3 13588.3 11345.4 13588.3 0.474428 0
27 2007  69107.7 17691.6 44134.4 15504.8 12142.5 15504.8 15504.8 12142.5 15504.8 0.480343 0
27 2008  85420.4 32827.2 45414.9 14615.1 13547.3 14615.1 14615.1 13547.3 14615.1 0.411166 0
27 2009  173025 30948.9 43316.6 15213.9 14340.7 15213.9 15213.9 14340.7 15213.9 0.471907 0
27 2010  217527 28225.1 47199 14850.2 13500.5 14850.2 14850.2 13500.5 14850.2 0.527803 0
27 2011  55250.1 24549 55442.9 13188.5 12237.3 13188.5 13188.5 12237.3 13188.5 0.46195 0
27 2012  94235.5 28690.3 40659.4 14694.8 16547.2 14694.8 14694.8 16547.2 14694.8 0.523895 0
27 2013  142317 34266.5 40479.1 15958.1 16498.4 15958.1 15958.1 16498.4 15958.1 0.480245 0
27 2014  99400.7 29114.6 38375.4 14639.6 15419.1 14639.6 14639.6 15419.1 14639.6 0.468335 0
27 2015  64713.3 26094.5 41725.2 14590.4 14053.1 14590.4 14590.4 14053.1 14590.4 0.446969 0
27 2016  104467 30264.2 36507.7 15323.4 16974.8 15323.4 15323.4 16974.8 15323.4 0.5381 0
27 2017  78176.2 25072.6 31191.1 13573.9 14752.5 13573.9 13573.9 14752.5 13573.9 0.54908 0
27 2018  209382 20336.5 29654.5 12265.7 12961.2 12265.7 12265.7 12961.2 12265.7 0.559729 0
27 2019  33170.6 17582.1 27791.6 10605.2 11751.2 10605.2 10605.2 11751.2 10605.2 0.626932 0
27 2020  62068.9 16789.4 31491.1 10489 10782.5 10489 10489 10782.5 10489 0.466597 0
27 2021  96063.8 28599.9 34061.8 9143.03 9455.92 9143.03 9143.03 9455.92 9143.03 0.319328 0
27 2022  93262.7 26963.7 45178.2 5826.91 6091.22 5826.91 5826.91 6091.22 5826.91 0.199272 0
27 2023  NA 27457.4 NA NA NA NA NA NA NA NA NA
