# proportion af annaual F by season
################    COD    ################
#  
# Year 1974 
0 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2019 
0 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2020 
0 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2021 
0 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2022 
0 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25
################    HAD    ################
#  
# Year 1974 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1975 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1976 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1977 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1978 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1979 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1980 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1981 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1982 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1983 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1984 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1985 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1986 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1987 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1988 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1989 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1990 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1991 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1992 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1993 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1994 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1995 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1996 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1997 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1998 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1999 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2000 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2001 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2002 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2003 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2004 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2005 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2006 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2007 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2008 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2009 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2010 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2011 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2012 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2013 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2014 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2015 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2016 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2017 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2018 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2019 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2020 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2021 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 2022 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
################    POK    ################
#  
# Year 1974 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1975 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1976 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1977 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1978 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1979 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1980 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1981 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1982 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1983 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1984 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1985 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1986 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1987 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1988 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1989 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1990 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1991 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1992 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1993 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1994 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1995 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1996 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1997 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1998 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
# Year 1999 
0 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
